TID,Tweets,Label
7.02E+17,"the 2016 race: no, the polling doesn’t prove bernie sanders won the hispanic vote in nevada ",2
4.90E+17,reported photographs from malaysia airlines mh17 crash: ,1
5.22E+17,now kurds are being killed by the chemical weapons of isis what more excuses do you have to not help us? kobane ,2
5.04E+17,audio may have captured michael brown shooting ,0
5.08E+17,"al-shabaab leader ahmed abdi godane killed in monday's u.s. airstrike in somalia, pentagon says. ",0
4.07E+17,i can't belive people are comparing paul walker's death to brian from family guy. shows how stupid and ignorant people are.,0
6.93E+17,cam newton and steph curry have more in common than just north carolina. here's proof.,3
5.36E+17,"if you need to get your data down under, our melbourne data center will make an aussie out of you yet. ",1
7.66E+17,"olympics: usain bolt wins 200m gold, staying on track for 3 golds in 3 events at 3 olympics",3
6.93E+17,watch potus's weekly address on giving every student an opportunity to learn through computer science for all: ,3
5.55E+17,a saudi cleric has declared that the building of snowmen as being anti-islamic. ,0
5.43E+17,"one day, we will see our animals again in the eternity of christ, pope francis said to a boy whose dog died ",1
6.53E+17,5p!!! hell no!!!!!! 5pbagcharge,2
4.07E+17,fast & furious stars heartbreakingly mourn paul walker's death ,0
7.07E+17,"obama to skip nancy reagan's funeral, as he did scalia's. this time, he'll be attending sxsw.",2
5.37E+17,a letter written to parents inside all 1970s lego set this is perfect. ,0
5.38E+17,pregnant ferguson woman blind after being shot in face by police bean bag  (video),0
5.32E+17,sugarhill gang's big bank hank dies at 57,0
6.92E+17,hey. can we take a minute (or all the minutes) to talk about niallofficial + his glasses? ,3
5.25E+17,"after speculation that he’s been arrested, banksy debuts new mural in bristol ",1
4.28E+17,ex-marlboro man dies from smoking-related disease ,0
7.66E+17,"whiteliberalproverbs"" i'll have them nggers voting democratic for the next two hundred years"". lbj, founder of the modern welfare state",2
7.61E+17,"every summer since taking office, our interns surprised potus with a birthday card.tbt to the 1st one from 2009: ",3
5.25E+17,"it was a long, dark day in ottawa. a timeline of the attack: ottawashooting ",0
5.22E+17,kristen stewart: reality:  demented right-wing fantasy: ,1
5.68E+17,krispy kreme hull is advertising kkk wednesday. i don't know. i do not know. ,0
5.26E+17,cdc whistleblower exposes ebola vaccinations containing rfid chips | national report  via wpusta,1
5.37E+17,"another letter to parents, included in 1970s lego sets ",0
5.25E+17,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. ",0
5.53E+17,the image that everyone is sharing isn't by banksy — but it's awesome. #charliehebdo ,1
6.92E+17,britain's johanna konta clinches australian open semi-final place by beating zhang shuai 6-4 6-1 in melbourne ,3
3.87E+17,obama has shut down amber alert website to find missing children but still has fuel economy website up ,1
5.40E+17,deandre joshua--shot in the head & torched--was childhood friends w the sole up-close witness to mike brown's murder. ,1
5.04E+17,looking forward to first matchup between las vegas nhl expansion team and a canadian team ,1
5.32E+17,apec photo of the day. rt marc_leibowitz: photo of vladimir putin's motorcade. posted without comment. ,1
5.42E+17,ferguson protestor accidentally burns down his own home & blames busy fd for failing to respond to 911 call for help. ,1
6.93E+17,"it's a boy! meet mac, the budweiser family's new baby clydesdale. budweiser clydesdale ",3
6.33E+17,10 ways lean startup methodology can impact your business  by scottgerber,3
6.92E+17,"today marks 71 yrs since the liberation of auschwitz, “city of death” holocaustmemorialday URL",3
5.77E+17,very good on putin coup by coalsonr: three scenarios for a succession in russia  via rferl ,2
5.57E+17,hour five of your road trip? time to break out the s pen. ,2
5.16E+17,"the globalisation of civil disobedience: hongkong's protesters use the ferguson ""hands up, don't shoot"" gesture. ",2
5.15E+17,"dubbed bendgate, iphone 6 plus users report the aluminium body is bending in pants pockets ",1
5.29E+17,fanged deer spotted in afghanistan for the first time in 65 years ,0
5.52E+17,rt xxl: president obama’s daughter wears a pro era t-shirt: ,1
7.68E+17,"college graduate first person in family to waste $160,000 ",3
5.25E+17,"fbi assisting in the case of the ottawa shooting, sources have confirmed to ctv news",2
5.39E+17,"abc reportedly gave darren wilson 6-figures for an interview. if 1, they essentially paid the bounty for killing a black child. ferguson",1
4.98E+17,"mike brown was staying with his grandmother for the summer, who lived in the community. ferguson",2
6.50E+17,5p bag charge fi dead robthisengland ,2
5.32E+17,the manager at a chick-fil-a made a list of words his employees are no longer allowed to say.,1
5.11E+17,us govt reportedly threatened to prosecute family of kidnapped journalist jim foley if it paid ransom  h/t acarvin,2
5.44E+17,"sydneysiege: hostage-takers ‘have suicide belts, demand radio convo with abbott’ – report ",2
6.93E+17,dog finds absolutely perfect place to shit ,3
5.16E+17,"hands up, don’t shoot —hong kong edition: ",2
5.16E+17,"beheading suspect attended same mosque as 9/11 terrorist: moore, oklahoma -- alton nolen, the man who beheaded.",0
5.32E+17,big bank hank of the sugarhill gang - famous for the 1979 hit 'rappers delight' - dead at 57 ,0
5.18E+17,kim jong un broke his ankles because he's too fat.,2
5.14E+17,hiphop rap news apple to shut down beats music streaming service: insiders at beats and apple sa.djscrill,2
4.07E+17,paul walker's death: 'fast & furious 7' delayed but won't be scrapped ,0
6.51E+17,"the best thing about the 5p plastic bag charge is that the cupboard next to my sink is now worth £672,348.",2
5.25E+17,dogs of canadian reservist killed at national war memorial wait for him to return home ,0
4.07E+17,fast & furious 7 might still come out even after paul walker's death ,0
5.27E+17,update: police confirm former baseball star jose canseco shot himself in his left hand in an accidental shooting - cnn,0
5.24E+17,spiders ? scientist finds puppy-sized spider in rainforest. sit. stay. forever. ,0
7.23E+17,purple pain: landmarks across globe light up in fitting prince tributes ripprince,2
6.92E+17,virginia woolf was born today in 1882. listen to the only known recording of her voice here.,3
7.64E+17,layton police officer hospitalized after subway worker serves him meth and thc in his drink (video) ,2
6.17E+17,"one more reason to abolish the penny: ""when plastic money is worth more than your real money, you need new money."" ",3
5.00E+17,confirmed: this is irrelevant. rt ksdknews: confirmed: mikebrown had no criminal record. ferguson,0
5.74E+17,oregon community helps mother after boy punished for being tardy due to vehicle problems:  ,0
5.04E+17,"nhl expansion – four teams added by 2017, quebec city, toronto, seattle, and las vegas $1.4b in expansion fees",1
5.25E+17,"cxn: 1 gunman shot dead in parliament hill attack, soldier shot in ottawa  no report soldier dead. ottawashooting",0
5.60E+17,a good relationship:  calls you to just say hi  wants to see you brings you bk,1
5.48E+17,can we talk about the fact that the teletubby sun baby is 19 years old now?! ,2
5.53E+17,witnesses say the charlie hebdo gunmen identified themselves as members of al-qaida.,2
6.88E+17,"watchdog says iran has taken all steps to start implementing nuclear deal, paving way for lifting of sanctions ",3
5.32E+17,"a chick-fil-a manager allegedly banned the words “bae,” “fleek,” and “ratchet” at work ",1
4.90E+17,new. leaked phone call between rebel leader & russian intel agent: “cossacks” shot down mh17. ,1
5.54E+17,"breaking: one person seriously wounded, six taken hostage in incident at kosher supermarket in paris: police source",2
5.11E+17,awful mt scclemons:uk aid worker david haines beheaded by isis remember this great man this way not as isis wants ,0
5.37E+17,legendary egalitarian 1970s letter from lego to parents ,0
6.93E+17,north korea may be preparing for a missile launch. ,3
5.32E+17,more: officials say they do not know the extent of al-baghdadi's apparent injuries: ,2
5.25E+17,canada's parliament building locked down after shooting; at least one guard injured: photo: ap ,2
5.34E+17,"we are running out of chocolate, warns world's largest chocolate manufacturer ",1
5.00E+17,if there is surveillance of a robbery why release stills and not the video itself? ferguson,2
6.93E+17,"watch donald trump tell megyn kelly, back in 2012, that skipping debates is cowardly ",3
6.94E+17,i’ve got a plan to help make sure all our kids get an opportunity to learn computer science. —potus csforall ,3
5.40E+17,obama's daughter is pregnant lol michelle should've spent more time with her instead of taking away our french fries,1
5.14E+17,iphone 6 owners claim it's bending in their pockets ,1
5.35E+17,"more: a law enforcement official says the shooter was myron may, who graduated from florida state.",0
6.93E+17,potus just announced new actions to advance equalpay. here's what you need to know.,3
6.93E+17,donald trump admits he says horrible things just to keep people interested in him,3
5.25E+17,update: attacker shot dead in parliament after soldier shot at war memorial ottawashooting ,0
5.34E+17,missouri governor declares state of emergency ahead of grand jury ,1
6.88E+17,"rip alan rickman, who gave us villains to root for",3
7.59E+17,hillary clinton is lying. clinton is not first woman nominated for president. it was victoria woodhull in 1872. to ,2
5.32E+17,"reports that is leader abu bakr al-baghdadi was wounded in a coalition air strike are ""unconfirmed"" - us defense sec john kirby r4today",2
7.07E+17,"obama to skip nancy reagan’s funeral, attend entertainment festival instead  ",2
5.19E+17,"hewlett-packard to split into two companies, wsj says. ",0
4.07E+17,"r.i.p paul walker, why are people making jokes about his death? not funny at all!",0
6.93E+17,"a gilmoregirls revival is coming to netflix, with thelaurengraham and alexisbledel ",3
5.20E+17,thumbs up emoji rt complexmag someone spray painted a penis on a $2.4 million bugatti veyron: ,1
6.93E+17,french police arrest woman who was with man carrying weapons & ammunition at disneyland paris hotel. ,3
4.07E+17,r.i.p roger rodas the man who died with paul walker that everybody forgot about.. rippaulwalker riprogerrodas ,0
7.68E+17,it wasn't even close. ,3
6.93E+17,"cdc: 31 cases of zika virus in 11 us states; all patients had traveled, 19 were to puerto rico - blythebernhard ",3
5.28E+17,officials took away this halloween decoration after reports of it being a real suicide victim. 2003 ,0
4.07E+17,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous,0
5.08E+17,"pentagon confirms ahmed abdi godane, a leader of the al shabaab islamist group, was killed in a u.s. airstrike: ",0
6.86E+17,"happy 74th birthday, stephen hawking!",3
4.28E+17,marlboro ad man eric lawson dies of chronic lung disease guardianworld,0
6.92E+17,.potus just announced new reforms to address the overuse of solitary confinement:,3
7.60E+17,“after school satan clubs”? ,2
5.00E+17,"breaking news: according to documents released to the press, mikebrown was connected to an earlier robbery ferguson ",2
5.23E+17,ebola vaccines? news today,1
5.24E+17,concerned airport passenger suits up in homemade hazmat before flight ,2
7.31E+17,ca kkk grand wizard  endorses,2
7.15E+17, an open letter to trump voters from his top strategist-turned-defector,2
6.92E+17,america is a nation of second chances,3
6.93E+17,"brandon marshall visits and offers advice, support to brother of fallen hero zaevion dobson",3
5.51E+17, rip elly may clampett: so sad to learn beverlyhillbillies star donna douglas has passed away,0
7.67E+17,"former 3 doors down guitarist matt roberts has died at age 38, according to his father",3
7.16E+17, craigslist ad get paid 15 an hour to protest at the trump rally,2
5.14E+17,just in  missing afghan soldiers found trying to enter canada near niagara falls ,0
5.00E+17, the day  ferguson cops told a dirty bloody lie,2
4.95E+17,riphulkhogan my heart is ripping like your shirt  wwe'll miss you,1
5.32E+17,a chick-fil-a manager allegedly banned this hilarious list of slang words ,1
5.60E+17,islamic tribunal using sharia law in texas has been confirmed ,1
5.32E+17, alpha male rt marc leibowitz  photo of vladimir putin's motorcade posted without comment,1
4.90E+17,photo of vladimir putin's motorcade posted without comment,1
5.25E+17,shooter still on loose after uniformed soldier shot at ottawa's war memorial across road from parliament. mp's being taken out of offices,2
7.67E+17,report more american fifth-graders taking gap year to unwind before middle school,3
5.00E+17,a woman in ferguson was shot in head last night and released this selfie. conflicting reports of how it happened,2
5.20E+17,report  amazon plans to open its first physical store in new york,1
7.68E+17,keep it  says simone biles throwing gold medal to adoring men's gymnastics team,3
5.66E+17, let's let our friends know that a state senator in south carolina stated women are a lesser cut of meat,0
5.54E+17, a traditional beer that authorities believe was poisoned with crocodile bile has killed 56 people in mozambique,1
7.68E+17, nothing to see here. just nuggets forward wilson chandler catching a 350-pound fish,3
5.53E+17,reports of shooting at dammartin en goele on route n2 north east of paris - french media says car chase under way,2
5.54E+17," police chief helric fredou, one of the police officers investigating the case charliehebdo, commits suicide.",1
5.00E+17," reminder: forget the robbery, forget the minor looting. nothing justifies militarized police pointing sniper rifles at journalists ferguson",2
5.39E+17,afghan woman picked up her dead son's gun and helped kill 25 taliban militants to save village ,2
5.16E+17," from ferguson to hongkong hongkongdemocracy protests adopt hands up, don't shoot",2
8.01E+16,seriously racist mcdonald’s sign is obviously a hoax,1
6.88E+17," several in critical condition - one in a coma - after clinical trial of new drug in france, health minister says ",3
4.36E+17,omfg read this its my personal experience with talking angela,1
5.69E+17,why did macklemore delete this tweet macklemorejoinedisis,1
7.67E+17,this is jackalltimelow asking you to watch the vma weekendbrunch that's starting right now.,3
4.07E+17,"paul walker died too fast, i'm furious..",0
5.05E+17,tupac was hiding for 18 years ,1
5.77E+17,putin reappears on tv amid claims he is unwell and under threat of coup,2
6.89E+17,eagles co-founder glenn frey has died aged 67,3
5.23E+17,a passenger at dulles international airport has been spotted wearing a homemade hazmat suit (via dailycaller) ebola,2
3.87E+17,"if amber alert really had to shutdown b/c of lack of funds, as obama said, why did it go back up today after bad pr governmentshutdown",1
6.94E+17,how to raise a creative child step one: back off ,3
7.07E+17,berniesanders: in 2016 we will end institutional racism and reform a broken criminal justice system. demdebate,2
5.32E+17,iraqi officials say isis leader wounded in airstrike ,2
5.32E+17,no baes allowed: a chick-fil-a manager bans 22 hip words,1
5.03E+17,"key foley beheading suspect is abdel majed bary, 23, who left his 1m west london home last year…",2
5.53E+17,i am still confused as to why these highly trained  individuals left their id in the getaway car charliehebdo,2
6.93E+17,"when you spend the whole day thinking it's friday, but it's not...",3
5.80E+17,"accident aircraft looks to be germanwings (airline code 4u or gwi) flight 9525, barcelona to dusseldorf 4u9525",2
5.14E+17,"alaskan reporter says ""f*ck this,"" quits on live tv in marijuana legalization protest",0
6.94E+17,"ex-president of el salvador, francisco flores, dies at 56, government says.",3
5.50E+17,"transgender teen leelah alcorn publishes suicide note on tumblr: ""my death needs to mean something""",2
4.07E+17,paul walker mourned by vin diesel and more 'fast & furious' co-stars ,0
5.09E+17,"apparently microsoft are trying to buy mojang, the creators of minecraft, for around 2 billion..",0
5.00E+17,"nearly 7k blacks were murdered last yr--almost all by other blacks. a tiny  were unarmed-killed-by-cop. where's al, jesse tcot ferguson",2
6.93E+17,the las vegas raiders,3
5.27E+17,poster girl for kobane resistance reportedly beheaded. sickening.,2
7.26E+17,"target boycott crosses 1 million signers, stock sinks by 1.5 billion",2
7.31E+17,ca grand dragon endorses hillary clinton on behalf of the kkk. ,2
6.94E+17,teenage girl 'made up' migrant rape claim that caused uproar in germany,3
6.92E+17,potus's reforms to solitary confinement will expand treatment for the mentally ill,3
5.51E+17,news saudi arabia's national airline planning to introduce gender segregation on flights,1
4.07E+17," paul walker dies, millions cried. millions died of human hunger, no one simply gives a fk.",0
5.61E+17,islamic tribunal in texas operating under sharia law wtf is this lodisilverado amymek tcot ,1
7.23E+17,"landmarks around world turn purple, in honor of prince. princerip purplerain ",2
5.32E+17,vladimir putin’s motorcade as seen from the air. ,1
6.90E+17,death toll from bachakhanuniattack rises to at least 19; army official says firing has stopped as campus searched,3
5.62E+17,islamic tribunal in texas operating under sharia law wtf is this lodisilverado amymek tcot ,1
5.50E+17,the president of argentina adopted a jewish teenager to stop him from becoming a werewolf ,1
5.19E+17,"hp confirmed that it's splitting into two companies. and cutting 5,000 jobs.",0
3.87E+17,"by all means, let's turn over healthcare decision making to people willing to shut down the amber alert website out of spite",1
5.25E+17, video: hero sergeant-at-arms kevin vickers returns to parliament - and an incredible welcome,2
4.50E+17," ""dangerburgundy:joerogan what...successful clone of dinosaurs URL "" holy shit is that real",1
3.87E+17,never thought i’d see the day when obama would play politics with kids. ,1
5.54E+17,charliehebdo shooting suspects tell police they 'prepared to die as martyrs' - french media ,2
5.24E+17,google south american goliath birdeater. helllll noooooo,0
5.11E+17,breaking news: isis beheads a british hostage david haines in message to america's partners.,0
5.50E+17,"transgender teen leaves heartbreaking suicide note on tumblr begging us to ""fix society""",2
6.93E+17,"forty percent of germans want angela merkel to resign over her refugee policy, poll shows:",3
5.24E+17,puppy-sized spider surprises scientist in rainforest livescience ,0
5.32E+17,"no, vladimir putin did not travel in a phallic motorcade formation ",1
5.45E+17, a texas plumbing company's truck somehow ended up in syria's civil war,0
5.17E+17,"hongkong’s protesters are using the “hands up, don’t shoot” gesture from ferguson ",2
4.07E+17,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report",0
5.25E+17,"breaking news photo gallery: parliament hill attacked, soldier shot at national war memorial",0
5.50E+17,a transgender 17-year old left a suicide note on tumblr pleading:,2
6.92E+17,wind and solar could power most of the u.s. by 2030 without raising electricity prices,3
6.90E+17, leonardo dicaprio is giving away 15 million to environmental causes:,3
4.36E+17," what if talking angela is actually boris laursen he be like ""i just stole all your personal information what are you going to do about it""",1
5.45E+17,meet barak hussein obama's appointment for our next assistant director of homeland security: fatima noor,2
7.15E+17,an open letter to realdonaldtrump from his top strategist-turned-defector: ,2
6.94E+17, make way for leonardo dicaprio. sagawards,3
5.14E+17, oregon police officers step in and make delivery after pizza hut driver gets injured in a car crash: ,0
5.16E+17,vaughn foods co-worker who witnessed murder tells news9 murder suspect alton nolen was shouting islamic phrases. fbi investigating,0
7.68E+17,"in a historic first, the international criminal court has classified destroying cultural artifacts as a war crime. ",3
5.20E+17,complexmag: someone spray painted a penis on a 2.4 million bugatti veyron:,1
6.52E+17,avoid 5p bag charge using these from trolleybagsuk enter here to #win a set with star100x ,2
5.00E+17,o be clear: an unarmed teenager possibly stealing a box of cigars does not warrant being shot to death by the police.,2
6.75E+17,do you know me  do you know my heart  muslims in new york share their experiences ,3
4.90E+17, this is the surface-to-air missile ukraine says shot down malaysia airlines plane ,1
5.49E+17, bobby shmurda stabbed to death in jail by cell mate,1
6.65E+17," breaking: police operation at bataclan concert venue over, two attackers killed:",3
6.94E+17, zika fever: a newly emerging disease is threatening the americas ,3
5.00E+17,how many white celebrities have been caught shoplifting and end up dead in streets i'll wait. ferguson,2
6.94E+17,"from otlonespn: baylor faces accusations of ignoring sex assault claims against athletes, not supporting victims:",3
5.32E+17, manager bans teen slang from work including 'chill'. adds stop accusing people of having ebola ,1
7.68E+17,japanese prime minister shinzo abe at rio2016 closing ceremony is all our super mario dreams. ,3
4.97E+17,justin bieber ringtone saves russian fisherman from potentially fatal bear attack.,1
6.90E+17,"uk home secretary theresa may says litvinenko's murder was ""blatant and unacceptable"" breach of international law",3
5.46E+17, interested in growing your follower base on twitter  set up a followers campaign today.,2
5.23E+17,"a passenger at an african airport  no, the man in a homemade hazmat suit is flying out of dulles, washington:",2
5.32E+17,breaking news: iraqi state tv confirms isis group leader al-baghdadi wounded in airstrike,2
3.77E+17," once again, jk rowling is not working on an eighth harry potter book. i expect this rumour originated from either the quibbler or trelawney.",1
5.00E+17," if we shot everyone in the street for stealing, imagine the carnage on wall st. mikebrown ferguson",2
5.17E+17,"d.a. to seek death in moore, oklahoma beheading case. altonnolen kellyfile",0
5.22E+17,"isis barbarians are using chemical weapons , against kurds in kobane airdrop2kobane",2
5.54E+17,more: official: gunman holding at least five hostages in paris market has threatened to kill them if police approach:,2
5.02E+17,"please pray for steven sotloff, [another captive american] that isis has threatened to behead",0
5.25E+17,"cpl. nathan cirillo pictured on the left, minutes before he was shot at the war memorial today.",0
7.60E+17,poll: five percent of americans would vote harambe the dead ape for president,3
5.53E+17,banksy's response to the charliehebdo attack isn't by banksy. but it is striking: ,1
5.72E+17, now: 12-year-old conservative cj pearson defends giuliani's comments on obama and his facebook gets shut down,1
5.30E+17," breaking: huge explosion of an oil pipeline belonging to saudi_aramco near sudair, saudiarabia.",1
6.93E+17,"uk mother tareena shakil, who took son to syria, guilty of joining so-called islamic state and encouraging terror",3
6.93E+17,breaking news: u.s. detects activity in north korea suggesting plans toward space launch,3
6.94E+17,"bernie sanders and donald trump continue to hold wide leads in new hampshire primary races, cnn/wmur poll finds.",3
5.71E+17,do you notice similar muslim radical terrorist hand gesture between obama & isis killer,1
5.43E+17,obama appoints fatima noor to homeland security post!! the fox in the henhouse ccot tcot pjnet  ,2
6.90E+17,colombian government and left-wing farc rebel movement agree ceasefire to end decades-long conflict,3
6.91E+17, fact: up to 129 million americans with pre-existing conditions can no longer be denied coverage. acaworks,3
5.28E+17," fanged deer pops up in afghanistan, 60 years after its last appearance",0
6.75E+17,ceres captured by dawn spacecraft. check out those bright spots video,3
5.00E+17,"ferguson pd charged henrydavis w/ ""destruction of property"" for bleeding on their uniforms",2
6.51E+17,pathetic little twat can’t wait to argue over 5p bag charge ,2
4.07E+17,r.i.p paul walker.... he died doing what he loved... and that's going fast.,0
4.28E+17,obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.,1
5.70E+17,"jamie dornan leaving fifty shades of grey?! yeah, not so much: ",1
5.22E+17,passenger wears personal protective equipment (ppe) for flight at dulles  ebola ,2
5.80E+17," flight 4u9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. ",2
6.90E+17,"gop strategist says trump supporters are ""childless single men who masturbate to anime""",3
5.25E+17,developing news: soldier shot at war memorial. watch cbc nn for coverage. or follow online:,0
4.07E+17,"prayers to our friend, tyrese. his emotional message about paul walker got us choked up..",0
6.93E+17,"baseball players had ""fight club"" at texas high school, investigation finds:",3
3.66E+17, japanese government says fukushima nuclear plant is leaking 300 tons of radioactive water into the ocean every day ,1
7.67E+17,"iraq executes 36 jihadists over 2014 massacre of up to 1,700 army recruits at camp speicher ",3
6.87E+17,"rip david bowie. can we also rip the ""battle with cancer"" cliche? implies you've ""lost"" the battle, as if you didn't fight hard enough.",3
7.64E+17, young people have the power and potential to change the world. happy youthday,3
5.14E+17, breaking news: the 3 missing afghan soldiers have been found trying to cross into canada at the rainbow bridge in niagara falls.,0
5.23E+17,isis militants are beheading their own fighters ,2
7.66E+17, good news: 185 businesses answered potus's call to give americans with a criminal record a fair chance at a future.,3
4.90E+17, ukraine officials say malaysian jet was shot down by a buk missile system ,1
5.36E+17,"a letter from lego_group in the 1970s, boxed in with the toys via s8mb hfdsp gender equality",0
5.09E+17,calm yourselves- durex has not come out with a pumpkin spice condom ,1
4.07E+17,"fan of ""fast & furious"" actor paul walker shocked by his death as memorial grows ",0
6.88E+17,oscarnoms: nominations for best picture ,3
4.07E+17, paul walker's co-stars take to twitter to share their condolences following his death ,0
5.37E+17,that powerful letter from lego to parents from the 1970s? it's rea,0
5.55E+17,just heart breaking. french police commissioner commits suicide after meeting charliehebdo bereaved.,1
4.36E+17,"talking angela gets ur personal info"" ""he's a kidnapper"" ""he watches u through ur camera",1
5.50E+17,buzzfeed: a transgender 17-year-old left a suicide note on tumblr pleading “fix society”,2
5.51E+17," donna douglas, star of the beverly hillbillies, has passed away at 81 ",0
5.25E+17,"breaking news: one soldier has died after ottawa shooting, suspect(s) still at large",0
5.11E+17,david haines 'beheading': isis release video claiming to show execution of british hostage,0
5.69E+17,macklemore announced today that he has joined isis.,1
7.64E+17,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated: i do not.,2
5.31E+17, isis confirms: leader al-baghdadi wounded in u.s. airstrike,2
7.57E+17,"laziness is a trait in blacks, 1991 book quotes trump as saying:",2
6.92E+17, neurotic woman turns to neurotic friends for support,3
5.25E+17,"police say they have located car belonging to suspect in ottawa shooting. uniformed soldier shot at war memorial, condition unknow",0
5.00E+17,"remarkably, despite the military-style police presence in ferguson, a known killer was able to skip town ",2
5.55E+17,"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) ",0
7.56E+17," ""laziness is a trait in blacks,"" 1991 book quotes trump as saying",2
6.70E+17,they left syria in 2013 for a camp in jordan and arrived in detroit last week. their story,3
6.92E+17, man at salad bar has to say every item aloud as he adds it to salad,3
5.17E+17,"colleen hufford was a white woman, hardly worth a mention from pres. obama unlike ferguson",0
5.54E+17," more: france: shooting, hostage-taking at kosher market in paris; several reported wounded",2
5.27E+17,matt taibbi has left first look media. sorry to see him go. a great talent and we wish him well.,0
5.25E+17,"ottawa police confirm that there were multiple suspects in the shooting, saying there were ""possibly 3"" shooters",0
4.07E+17,"paul walker's death keeps getting more ironic... the driver, roger rodas, was a former racecar driver",0
5.50E+17," transgender teen pleads for us to ""fix society"" in tumblr suicide note",2
4.07E+17,"the last photo of paul walker, taken just before the crash that killed him. rip ",0
5.22E+17,someone spray painted a penis on a 2.4 mill bugatti,1
5.17E+17,"hong kong's protesters are using the ""hands up, don't shoot"" gesture from ferguson ",2
5.22E+17,texas health officials say 2nd person to test positive for ebola at dallas hospital did treat thomas eric duncan:,0
5.16E+17,"beautiful global solidarity in hongkong where protesters are marching with ""hands up, don't shoot"" gesture ferguson",2
6.94E+17,"look at this stage, this is what we talk about when we talk about diversity. "" sagawards",3
5.51E+17,"goodbye elly may: 'beverly hillbillies' star donna douglas dead at 81, reports say.",0
4.90E+17,"nine britons, 23 us citizens and 80 children' feared dead after mh17 jet 'shot down'",1
7.16E+17,berniesanders is pulling magic tricks out of a hat in nevada. we just officially won,2
5.53E+17,banksy account joins cartoonists support for charliehebdo jesuischarlie,0
4.07E+17,fast & furious franchise responds to paul walker's death,3
6.94E+17, ben simmons could be 1st sec player since shaq to average a 20-10. t-minus 2 hours till he faces no. 1 ou on espn.,0
4.28E+17,marlboro man dies of smoking-related disease,0
5.25E+17, shooting investigation going on for more than 3 hours. much of downtown ottawa still in lockdown: ,1
5.24E+17,"currently boycotting walmart & sam's on w. florissant they donated 10,000 to darren wilson cars are turning around",1
3.52E+17, expect to see russian forces at us events to provide “security” - this is illegal under posse comitatus,1
3.26E+17,a photo of black nurses saving the life of a kkk member.,2
7.45E+17,the big one: 'large scale motion' detected along san andreas fault,3
6.93E+17,icymi: mammoth bones from the ice age were unearthed at oregon state's football stadium.,1
4.56E+17,why is my grandpa tryin to tell me leonardo dicapro is gonna play martin luther king in a movie.. Lol,1
5.15E+17,don't put your iphone 6 in your pocket y'all,3
6.88E+17,oscarnoms: nominations for best actress in a leading role,3
7.67E+17,older brother of syrian boy in iconic image dies of injuries from airstrike on family home,1
5.20E+17, a vandal painted a brilliantly simple penis on a 2 million bugatti veyron,1
6.88E+17,"potus's favorite movie of the year? hint: he loves saying ""science the heck out of this thing",3
7.67E+17," amid the chaos of winning gold, @neymarjr found a moment with his son.",3
5.32E+17,"chick-fil-a manager reportedly bans list of unprofessional words, internet erupts:",1
5.14E+17,"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless:",0
7.30E+17,leading causes of death in the u.s.: 1. heart disease 2. cancer 3. medical error,2
7.26E+17,"because target believes men can pee with girls, their stock has taken a huge hit. good. keep boycotting target. ",2
5.16E+17, hands up don't shoot is being used by tens of thousands as a form of protest in hong kong. powerful.,2
5.54E+17,"charliehebdo suspects ""prepared to die as martyrs"", they tell police after making contact - french media",2
6.91E+17,potus in the oval office on a snowy afternoon at the white house.,3
6.93E+17,"this doesn't help our score, ianmckellen are you team batman or team superman let us know with empirebvs",3
5.38E+17, mother’s revenge: afghan woman 'kills 25 #taliban militants' after son shot dead ,2
5.35E+17,"""fuck you"" in advance to writers, sites, late night show hosts, etc. who will makes jokes about michael phelps' girlfriend being intersex.",2
5.14E+17,"breaking: 3 missing afghan soldiers have been found trying to cross the border into canada, senior law enforcement source tells nbc news",0
5.52E+17, this dog was abandoned at a scottish railway station with a suitcase full of his belongings ,0
7.28E+17,caitlyn_jenner will reportedly pose nude for sports illustrated ,2
4.90E+17,malaysia airlines plane mh17 'shot down in ukraine near russian border',1
5.14E+17,"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless:",0
5.09E+17,"report: microsoft trying to buy mojang, creators of minecraft ",0
4.90E+17,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine,1
5.48E+17,peek behind the curtain of our save the americans video.,1
7.16E+17,craigslist ad allegedly posted by bernie supporters offered 15 to protest at trump's rally in wisconsin. trump already creating jobs,2
6.94E+17,"officials say at least 86 people died in the latest attack by nigeria's homegrown islamic extremists, boko haram ",3
5.54E+17,more: official: french terror suspects want to be martyrs; are holed up with hostage north of paris: ,2
6.90E+17,"yes, trump really said, ""the whites don't get any nominations"" at the bet awards: ",3
6.92E+17, unpopular police officer thinking about committing racially motivated offense for a little support,3
5.32E+17,sugarhill gang's big bank hank dies -- dead at 57 from cancer ,0
